City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
381,san rafael,0,AR,1537898273,21,-34.61,-68.33,73.74,9.13
382,gisenyi,36,CD,1537898273,92,-1.69,29.26,61.59,2.75
383,linxia,92,CN,1537898274,98,35.6,103.21,49.71,3.2
384,kaniama,36,CD,1537898274,51,-7.57,24.18,79.77,2.42
385,sitka,20,US,1537898274,64,37.17,-99.65,72.12,27.36
386,mandan,90,US,1537894320,76,46.83,-100.89,51.08,6.93
387,akhmeta,0,GE,1537894800,53,42.03,45.21,73.4,27.51
388,saint-pierre,0,FR,1537896600,54,48.95,4.24,59.0,11.41
389,bolshoye selo,88,RU,1537898275,95,57.72,38.93,45.21,23.0
390,lagoa,0,PT,1537896600,74,37.14,-8.45,78.8,6.93
391,nikolayevsk-na-amure,0,RU,1537898275,100,53.14,140.72,42.51,8.57
392,kurilsk,88,RU,1537898276,100,45.23,147.88,53.94,7.45
393,tres arroyos,68,AR,1537898276,51,-38.38,-60.28,67.71,11.81
394,sterling,90,US,1537897680,86,39.0,-77.4,80.6,6.93
395,kandi,32,BJ,1537898276,57,11.13,2.93,85.71,9.69
396,soyo,0,AO,1537898277,73,-6.13,12.37,78.24,7.34
397,kamaishi,100,JP,1537898277,100,39.28,141.86,57.0,3.65
398,muroto,8,JP,1537898277,100,33.37,134.14,65.28,11.7
399,kalmunai,76,LK,1537898277,100,7.42,81.82,74.64,2.42
400,agua buena,36,PA,1537898278,83,9.12,-79.61,86.16,4.21
401,beyneu,100,KZ,1537898278,32,45.32,55.19,73.02,9.46
402,juneau,90,US,1537894380,96,58.3,-134.42,53.06,10.29
403,jilib,0,SO,1537898278,72,0.49,42.79,78.42,11.36
404,phra phutthabat,24,TH,1537898278,93,14.72,100.8,75.63,4.65
405,taksimo,0,RU,1537898278,77,56.36,114.84,23.79,2.19
406,rabo de peixe,20,PT,1537896600,73,37.8,-25.58,75.2,13.87
407,montepuez,0,MZ,1537898279,52,-13.13,39.0,76.98,10.8
408,mount gambier,0,AU,1537898279,83,-37.83,140.78,38.46,2.98
409,roma,0,IT,1537896000,32,41.89,12.48,71.6,8.05
410,salmo,75,CA,1537894800,100,49.19,-117.28,44.6,1.41
411,gold coast,90,AU,1537896600,93,-28.0,153.41,57.2,8.05
412,krasnovishersk,100,RU,1537898280,97,60.4,57.08,54.57,13.71
413,gawler,0,AU,1537896600,70,-34.6,138.75,48.2,3.36
414,yulara,0,AU,1537894800,28,-25.24,130.99,57.2,5.82
415,dajal,0,PK,1537898280,70,29.56,70.38,78.51,2.64
416,inhambane,24,MZ,1537898280,89,-23.87,35.38,75.36,13.71
417,aasiaat,20,GL,1537898100,100,68.71,-52.87,35.49,12.82
418,new amsterdam,64,GY,1537898281,72,6.25,-57.52,87.24,5.21
419,okha,0,RU,1537898281,81,53.59,142.95,45.48,9.46
420,dudinka,8,RU,1537898281,87,69.41,86.18,29.1,3.2
421,terrasini,75,IT,1537896000,65,38.15,13.08,78.8,19.46
422,leningradskiy,56,RU,1537898282,98,69.38,178.42,39.18,12.48
423,shimoda,92,JP,1537898282,100,34.7,138.93,70.14,22.88
424,newport,0,GB,1537896000,67,51.59,-3.0,60.8,6.93
425,emirdag,0,TR,1537898283,58,39.02,31.15,60.42,10.69
426,tuy hoa,32,VN,1537898283,100,13.08,109.3,74.73,4.43
427,nelson bay,68,AU,1537896600,87,-32.72,152.14,48.2,5.82
428,fairbanks,90,US,1537895880,87,64.84,-147.72,46.4,3.36
429,baruun-urt,0,MN,1537898283,63,46.68,113.28,35.94,4.65
430,chipata,0,ZM,1537898284,27,-13.64,32.65,77.16,13.27
431,camalu,0,MX,1537898165,62,30.85,-116.07,70.14,3.65
432,caravelas,32,BR,1537898284,100,-17.73,-39.27,77.07,12.48
433,collipulli,12,CL,1537898284,68,-37.96,-72.44,57.99,6.44
434,moroni,0,US,1537898284,19,39.52,-111.59,61.86,2.3
435,porto novo,20,BR,1537894800,51,-23.68,-45.44,84.2,9.17
436,banda aceh,20,ID,1537898285,99,5.56,95.32,73.11,2.75
437,los banos,1,US,1537896900,63,37.06,-120.85,77.0,4.54
438,tezu,76,IN,1537898285,100,27.93,96.16,65.64,1.63
439,mackenzie,1,CA,1537894800,81,55.34,-123.09,42.8,4.7
440,nuevo progreso,1,US,1537895700,53,26.05,-97.95,91.94,12.75
441,parga,0,ES,1537896600,49,43.39,-8.21,71.6,10.29
442,channel-port aux basques,0,CA,1537898286,100,47.57,-59.14,48.99,7.67
443,genhe,0,CN,1537898287,69,50.78,121.52,27.84,2.75
444,valle hermoso,40,MX,1537894380,70,25.67,-97.82,89.96,17.22
445,tambun,75,MY,1537894800,94,4.62,101.14,77.0,3.36
446,tadine,80,NC,1537898287,98,-21.55,167.88,70.77,15.28
447,robertsport,56,LR,1537898288,100,6.75,-11.37,78.78,5.66
448,green river,1,US,1537894440,10,41.53,-109.47,48.92,3.36
449,marquette,90,US,1537897620,93,46.54,-87.4,55.94,11.41
450,meadow lake,5,CA,1537894800,61,54.13,-108.44,46.4,8.05
451,nagorsk,92,RU,1537898288,95,59.32,50.8,49.98,18.75
452,taoudenni,0,ML,1537898288,14,22.68,-3.98,97.41,2.98
453,zemio,92,CF,1537898289,92,5.02,25.13,71.4,2.75
454,yenagoa,88,NG,1537898289,95,4.92,6.26,76.17,5.99
455,boa vista,40,BR,1537894800,44,2.82,-60.67,93.2,11.41
456,muscat,0,OM,1537894200,59,23.6,58.55,89.6,5.82
457,mount isa,0,AU,1537896600,16,-20.73,139.49,69.8,9.17
458,oktyabrskoye,88,RU,1537898290,100,56.73,85.44,53.94,4.99
459,zhigansk,8,RU,1537898290,89,66.77,123.37,38.64,5.55
460,loudi,64,CN,1537898291,82,27.73,112.0,71.58,7.78
461,nanakuli,1,US,1537894620,79,21.39,-158.15,80.06,3.36
462,lincoln,0,GB,1537896000,48,53.23,-0.54,60.8,13.87
463,dedougou,0,BF,1537898291,78,12.47,-3.47,85.98,3.31
464,bintulu,75,MY,1537894800,94,3.17,113.03,77.0,8.05
465,bilma,0,NE,1537898292,17,18.69,12.92,87.78,4.21
466,kholbon,0,RU,1537898292,74,51.9,116.25,34.68,2.75
467,port-gentil,75,GA,1537894800,88,-0.72,8.78,78.8,13.87
468,gamba,44,CN,1537898292,72,28.28,88.52,25.86,2.53
469,klaksvik,88,FO,1537896000,100,62.23,-6.59,50.0,16.11
470,sosnogorsk,92,RU,1537898293,98,63.59,53.93,46.38,2.64
471,mtwara,20,TZ,1537894800,83,-10.28,40.18,75.2,5.55
472,nuuk,75,GL,1537894200,69,64.17,-51.74,37.4,10.29
473,manokwari,76,ID,1537898293,100,-0.87,134.08,80.94,2.86
474,la ronge,75,CA,1537894800,76,55.1,-105.3,46.4,14.99
475,tura,88,IN,1537898294,99,25.52,90.21,75.18,3.09
476,saint-francois,0,FR,1537896600,38,46.42,3.91,60.8,5.82
477,nalut,8,LY,1537898294,46,31.86,10.98,81.3,9.01
478,bom jardim,0,BR,1537894800,42,-7.8,-35.59,86.0,13.87
479,ancud,68,CL,1537898295,64,-41.87,-73.83,51.15,7.45
480,angoche,0,MZ,1537898295,100,-16.23,39.91,78.6,8.23
481,high level,90,CA,1537894800,75,58.52,-117.13,41.0,3.36
482,cap malheureux,40,MU,1537894800,73,-19.98,57.61,73.4,12.75
483,birin,0,SY,1537898295,83,35.01,36.67,65.91,5.55
484,haines junction,80,CA,1537898296,62,60.75,-137.51,38.73,2.75
485,kudahuvadhoo,44,MV,1537898296,100,2.67,72.89,83.64,16.06
486,stonewall,40,CA,1537894800,66,50.13,-97.33,48.2,12.75
487,hobyo,0,SO,1537898296,85,5.35,48.53,77.43,15.05
488,hami,0,CN,1537898296,42,42.84,93.51,58.17,13.27
489,imuris,0,MX,1537898297,40,30.78,-110.86,86.16,4.65
490,kloulklubed,75,PW,1537894200,83,7.04,134.26,80.6,9.17
491,port moresby,68,PG,1537898297,98,-9.47,147.16,76.26,17.74
492,naze,68,NG,1537898297,95,5.43,7.07,74.91,5.99
493,oranjestad,75,AW,1537894800,66,12.52,-70.03,89.6,24.16
494,alcaniz,12,ES,1537898297,61,41.05,-0.13,64.11,8.34
495,preston,0,GB,1537896000,71,53.76,-2.71,59.0,17.22
496,luanda,0,AO,1537894800,83,-8.83,13.24,75.2,9.17
497,wattegama,88,LK,1537898298,96,7.35,80.68,71.94,3.2
498,lima,0,PE,1537898286,68,-12.06,-77.04,69.51,2.98
499,tugulym,0,RU,1537894800,63,57.06,64.64,62.6,6.71
500,la rioja,0,AR,1537898299,38,-29.41,-66.86,80.31,5.1
501,beringovskiy,48,RU,1537898055,100,63.05,179.32,40.98,9.35
502,meulaboh,24,ID,1537898299,100,4.14,96.13,78.96,0.96
503,comodoro rivadavia,40,AR,1537894800,57,-45.87,-67.48,51.8,13.87
504,bitkine,0,TD,1537898299,65,11.98,18.21,81.12,4.65
505,saint-georges,92,CA,1537898300,67,46.12,-70.67,54.03,8.23
506,yuci,40,CN,1537894800,76,37.68,112.73,53.6,2.24
507,poum,0,MK,1537896600,27,41.28,20.71,51.8,12.75
508,sable-sur-sarthe,0,FR,1537896600,38,47.84,-0.33,62.6,8.05
509,robore,0,BO,1537894800,55,-18.33,-59.76,91.4,17.22
510,duiwelskloof,0,ZA,1537898301,33,-23.69,30.14,68.52,5.44
511,dispur,75,IN,1537894800,94,26.14,91.79,82.4,4.88
512,pangkalanbuun,24,ID,1537898301,89,-2.68,111.62,73.02,3.09
513,ullapool,92,GB,1537898301,93,57.9,-5.16,56.37,32.95
514,obo,48,CF,1537898301,93,5.39,26.49,70.32,4.76
515,batagay,92,RU,1537898302,91,67.65,134.64,30.54,2.98
516,saquena,8,PE,1537898302,51,-4.67,-73.52,93.27,3.65
517,blacksburg,90,US,1537895700,88,37.23,-80.41,74.66,3.36
518,soligalich,76,RU,1537898302,97,59.08,42.29,44.31,5.66
519,san carlos de bariloche,40,AR,1537894800,49,-41.13,-71.31,48.2,25.28
520,brae,92,GB,1537896000,87,60.4,-1.35,53.6,32.21
521,dzerzhinskoye,88,RU,1537898303,98,56.84,95.22,46.38,7.56
522,marzuq,0,YE,1537898303,20,14.4,46.47,67.44,5.21
523,solnechnyy,0,RU,1537898303,76,50.72,136.64,31.35,2.86
524,huarmey,8,PE,1537898303,50,-10.07,-78.15,75.09,4.21
525,vagay,0,RU,1537898304,88,57.94,69.02,57.63,7.67
526,fort frances,90,CA,1537897260,92,48.61,-93.4,44.96,8.05
527,nyurba,12,RU,1537898304,73,63.29,118.35,39.72,4.76
528,baijiantan,0,CN,1537898304,59,45.63,85.18,51.69,10.02
529,adrar,0,DZ,1537894800,30,27.87,-0.29,93.2,9.17
530,trogir,0,HR,1537896600,30,43.52,16.25,59.0,17.22
531,vawkavysk,88,BY,1537898305,63,53.15,24.45,48.0,15.73
532,saint stephen,40,US,1537897980,76,45.7,-94.27,51.8,8.05
533,kenora,90,CA,1537896900,75,49.76,-94.48,44.6,11.41
534,douglas,90,US,1537894380,96,58.28,-134.39,53.06,10.29
535,anshan,0,CN,1537898306,81,41.11,122.99,43.86,2.75
536,flin flon,90,CA,1537894800,65,54.77,-101.88,44.6,11.41
537,patan,40,NP,1537896000,88,27.67,85.33,69.8,4.7
538,westport,75,IE,1537896600,100,53.8,-9.52,53.6,18.34
539,tiznit,44,MA,1537898307,73,29.7,-9.73,80.22,2.98
540,simav,0,TR,1537898307,76,39.09,28.98,57.81,5.21
541,landerneau,0,FR,1537896600,50,48.45,-4.26,60.8,3.36
542,taltal,0,CL,1537898307,69,-25.41,-70.49,69.24,2.75
543,aswan,0,EG,1537894800,17,24.09,32.9,98.6,10.29
544,colombo,75,LK,1537895400,83,6.93,79.85,80.6,3.36
545,bonfim,0,BR,1537894800,35,-20.33,-44.24,87.8,5.82
546,vestmannaeyjar,40,IS,1537894800,87,63.44,-20.27,44.6,28.86
547,erzurum,0,TR,1537896000,41,39.91,41.27,59.0,1.97
548,diego de almagro,0,CL,1537898309,72,-26.39,-70.05,73.2,3.87
549,biak,44,ID,1537898309,88,-0.91,122.88,77.97,6.89
550,the valley,68,AI,1537898309,100,18.22,-63.06,82.29,14.72
551,tynda,0,RU,1537898309,79,55.15,124.74,33.24,2.64
552,ilo,8,PE,1537898309,73,-17.65,-71.34,68.34,3.76
553,gat,68,SN,1537898091,98,14.69,-16.54,79.14,4.21
554,lata,0,IN,1537898310,98,30.78,78.62,48.63,1.74
555,sur,0,OM,1537898310,82,22.57,59.53,86.61,4.43
556,dejen,64,ET,1537898310,49,10.16,38.15,63.12,2.19
557,visby,0,SE,1537896000,99,57.64,18.3,53.6,14.99
558,dovers,68,VC,1537898310,100,12.88,-61.18,81.75,15.5
559,necochea,68,AR,1537898310,70,-38.55,-58.74,66.45,11.14
560,polunochnoye,56,RU,1537898311,58,60.87,60.43,59.7,11.59
561,matay,0,EG,1537898311,45,28.42,30.79,78.6,7.45
562,moree,32,AU,1537898311,89,-29.46,149.84,54.84,11.48
563,price,1,US,1537894380,7,39.6,-110.81,62.96,10.29
564,shellbrook,75,CA,1537894800,57,53.22,-106.39,50.0,13.87
